content,date,dianzan,director,name,region,star,type,user_id

每位演员的表演都好得让人泪奔（王家卫其它电影不全是这样），所有角色之间的巧遇和因巧遇而产生的撕扯，既是被写出来的剧情冲突，也是幽冥中的不可抗力，影片一切视听、氛围全是为了契合这种幽冥。后面那两段斯坦尼康贴地飞行，似乎就是那只无脚鸟。结尾梁朝伟亮相更多是基于王家卫的幽默感。,2018-06-27,4,王家卫,阿飞正传,香港,allstar50 rating,"犯罪,剧情,爱情",室内滂沱

这部和王家卫后来的作品相比明显的稚嫩不成熟，与其说是一部电影，不如说是一些零碎的片段和堆砌在一起的文化符号，但是唯美，小资和文艺的风格已经形成，因为没有续集大家都看着这些美丽的片段猜想后面的故事，于是更多的解构应运而生反而产生了一种缺陷的美。,2018-03-01,1,王家卫,阿飞正传,香港,allstar40 rating,"犯罪,剧情,爱情",姥姥

重新看经典，又是另一番的感受，年代气息扑面而来,2018-07-01,1,王家卫,阿飞正传,香港,allstar50 rating,"犯罪,剧情,爱情",青年人电影协会

不太看得懂,2009-09-05,0,王家卫,阿飞正传,香港,allstar30 rating,"犯罪,剧情,爱情",千寻亿选

感谢重映，一天连刷两次，luxe厅简直不要太过瘾。,2018-06-25,2,王家卫,阿飞正传,香港,allstar50 rating,"犯罪,剧情,爱情",喵，西北

重看。深切地体会到这部作为王家卫电影系列源头的地位。摄影超级细腻，景别也很风格化。导演调教演员的功力真的太好！喜欢镜头里的夏天:冷饮、热带雨林、张曼玉和刘嘉玲的汗。张国荣的衬衫都很好看，刘嘉玲穿了牡丹和郁金香的旗袍。张国荣和刘嘉玲的舞。梁朝伟的闭幕式(巨幕粤语)(上次mark:2005-11-06),2018-06-28,0,王家卫,阿飞正传,香港,allstar50 rating,"犯罪,剧情,爱情",桃子

王家卫的呕吐物就是看的越腻越想看,2014-12-28,3,王家卫,阿飞正传,香港,allstar30 rating,"犯罪,剧情,爱情",JadenChoker

九十年代的合成器配乐电影，不管调情还是打杀都一言不合就蹦迪，可爱。另外，刘德华真的很适合演喜欢教人做人的角色啊，张口闭口“做人最重要就是xxx”。,2018-06-26,3,王家卫,阿飞正传,香港,allstar40 rating,"犯罪,剧情,爱情",蒙古国海鲜烧烤

"   也许我们都不会像电影中的人物那么性格，那个一条路走到黑，但那并不代表我们生命中的有一段时间，至少比电影放映时间长的那么一段时间，我们与电影中的主人公那样感同身受。

   很多时候，我们知道这么做于事无补，没有意义，但还是去做了。这很傻，也许人之为人，才会这么傻一会。",2013-04-05,1,王家卫,阿飞正传,香港,,"犯罪,剧情,爱情",之江

2018年6月21号下午3点前的10分钟，我拒绝花34元买一张重映电影票，而选择去85度C花17元买了杯冰拿铁，坐在二楼，在pad上第2次看这部电影。im just a bitch thats bad and boujee.嘻嘻嘻,2018-06-21,7,王家卫,阿飞正传,香港,allstar40 rating,"犯罪,剧情,爱情",1874

阿飞的预言式悲剧，是自出生便已注定要蔑视生的苟且，是对世故了然所产生的不屑，是对情感虚无所产生的冷酷。,2017-05-15,6,王家卫,阿飞正传,香港,allstar30 rating,"犯罪,剧情,爱情",瑷珺

导演审美真是高级！三位主要女演员各有各的曼妙与风情…妆发好靓！有生之年竟然能跟男友手挽手斜靠在影院的椅子上观赏原声…看完想穿越去三十年前的大香港,2018-06-27,3,王家卫,阿飞正传,香港,allstar40 rating,"犯罪,剧情,爱情",浪

「其實牠什麼地方也沒去過 那鳥一開始就已經死了.」,2014-04-10,2,王家卫,阿飞正传,香港,allstar50 rating,"犯罪,剧情,爱情",Q·ian·Sivan

阿飞正传就像一粒种子，里面有重庆森林的绿色、人物和结构，有花样年华的暧昧、旗袍和潮湿，在不断重复的元素里，王家卫修剪疯长的枝桠，最终抵达技术的精确和完美。离心的人物编织起无数段破碎的情感和香港与整个东南亚的关系。六十年代的香港于我依旧是个谜。,2018-06-26,3,王家卫,阿飞正传,香港,allstar50 rating,"犯罪,剧情,爱情",圆首的秘书

“我听别人说这世界上有一种鸟是没有脚的，它只能够一直的飞呀飞呀，飞累了就在风里面睡觉，这种鸟一辈子只能下地一次，那一次就是它死的时候。” “以前我以为有一种鸟从一开始飞就可以飞到死的一天才落地，其实他什么地方都没有去过，这只鸟从一开始就已经死了。”,2013-01-28,0,王家卫,阿飞正传,香港,allstar40 rating,"犯罪,剧情,爱情",Jayin Hsu

原来，我们都喜欢不爱自己的人，就连那么美的刘嘉玲也一样无法避免这个怪圈。,2018-06-27,8,王家卫,阿飞正传,香港,allstar50 rating,"犯罪,剧情,爱情",十一

影院重温，无与伦比的沉浸感满分。谁都知道所谓的无脚鸟都是虚无缥缈的传说，但这也是人人向往着的象征着自由与浪漫的美梦。情与爱是令人向往的同时也是捉摸不透的，一分钟的暧昧，却是一生的情愫，一对晶莹的耳环，但又是一世的纠缠。忘不了你的爱，它已根植我心，美好又痛苦，一生一世，却又义无反顾,2018-06-25,4,王家卫,阿飞正传,香港,allstar40 rating,"犯罪,剧情,爱情",Mr.发条橙

……… 浪费五十块事小，浪费一百多分钟事大。,2018-07-14,103,姜文,邪不压正,中国大陆,allstar20 rating,"剧情,喜剧,动作",我对你的无语简直能沉默整个宇宙

犀利的讽刺和自我讽刺，对国运的悲叹和对北平的浪漫还原，让你完全猜不出剧情下一步如何发展的情节，在令人费解的台词和行动之下，是对国民性的深刻嘲讽。,2018-07-14,51,姜文,邪不压正,中国大陆,allstar40 rating,"剧情,喜剧,动作",大旗虎皮

若不带着标准答案，它会让你很享受。厚重的历史，飞扬的想象力，亲切却早已消失的北京城，还有独属于姜文有造型的语言，融合在了其中。文文从不会好好给你讲成长讲爱情讲家国，但你还是在哈哈大笑中似乎体会到了一些，又体会不全。喜欢那段感情戏，越大越觉得，爱上一个幼稚又可爱的男人，有点幸福。,2018-07-12,344,姜文,邪不压正,中国大陆,allstar40 rating,"剧情,喜剧,动作",杨欢喜Metiche

尽管去掉了很多锋芒，但骨子里还是那个熟悉的姜文，比如那种特别的情绪与节奏，都太珍贵了。整部片子看下来，我还是不由自主地感受到了姜文的伤感，那种贯穿在姜文所有电影作品中的伤感，那种在角色甚至故事之外的伤感。这次明显感觉到，姜文有意收了很多锋芒，包括对于故事的选取（也进而使他让出男主），包括这次在故事推进上的“返”常规，整体上这一次的姜文不再那样自我肆意，也难说好坏，但总归是有点让我个人产生一点畅快后的失落（不是失望）。但即便如此，姜文还是姜文，他的烙印打在电影的每一帧上，依旧那样独特迷人，看不够。所以，继续保持期待。我期待的不是他下一部拍什么故事，归根到底，我期待的只是下一部姜文作品。,2018-07-14,45,姜文,邪不压正,中国大陆,allstar40 rating,"剧情,喜剧,动作",心生

在成年人的世界里，哪有什么无心插柳，所有的隐喻都只不过之鸡贼过后的欲盖弥彰。,2018-07-14,46,姜文,邪不压正,中国大陆,allstar30 rating,"剧情,喜剧,动作",袁长庚

油腻，尴尬。把史航的戏份全删了也不会好看。结尾字幕有个角色叫：精日男。一星给彭于晏的肉体,2018-07-13,184,姜文,邪不压正,中国大陆,allstar20 rating,"剧情,喜剧,动作",阿子-

"姜文真的好浪漫！周韵真的好美！彭于晏真的好适合这个角色！但真的演得很砸╮(￣▽￣"""")╭ PS，姜文审美真好，真好，真好。现在真正懂美的导演又敢于在电影院展示自己审美的不多了。",2018-07-14,50,姜文,邪不压正,中国大陆,allstar50 rating,"剧情,喜剧,动作",肖恩恩恩恩肖

《邪不压正》依旧是姜文式的荒诞化的叙事，这让《邪不压正》时时打破观众的预期，也让它“独一无二”。姜文不按常理出牌，也不依赖某种廉价的情绪来迎合观众、打动观众，换句话说，姜文无时不刻在冒犯观众，无时不刻在给予观众新的审美体验——当然，很多人会不喜欢。可以预见，这会是一部评价两极分化的电影。,2018-07-14,60,姜文,邪不压正,中国大陆,allstar40 rating,"剧情,喜剧,动作",曾于里

跑屋顶，打针，俏皮话……依旧是那个我们熟悉的姜文，全场笑声不断，以及最后看到了周韵本人，多了一部分幕后的解读。一本满足,2018-07-12,374,姜文,邪不压正,中国大陆,allstar50 rating,"剧情,喜剧,动作",挲丌

快来看呀，北京大院直男拍抗日神剧啦，中国人民快解放啦。,2018-07-13,60,姜文,邪不压正,中国大陆,allstar40 rating,"剧情,喜剧,动作",57

打开某票票看到宣传语“年度必看爽片”，自从站着挣钱以来再也不会去拍《阳光》《鬼子》《太阳》类型的导演来说，一句“爽片”不正是很有心机的讽刺么。,2018-07-13,82,姜文,邪不压正,中国大陆,allstar40 rating,"剧情,喜剧,动作",深夜的阿斯伯格

不管是林育贤、林超贤还是姜文，就没有一个导演舍得让彭于晏从头到尾衣冠完整。姜文的风格一贯如此，轻松谈笑间叙国仇家恨，晨光熹微中观世事苍茫。彭于晏的武士刀寒，周韵的葱管袖宽，望不到边的屋檐连着天，暴力之下暗藏着丝丝入扣的浪漫。,2018-07-13,73,姜文,邪不压正,中国大陆,allstar50 rating,"剧情,喜剧,动作",阿凡思蜜达

这电影有什么问题？凭什么姜文就得拍谁都看不懂的电影？他拍点像这样又能让人看懂又有个人风格的电影不好吗？怎么了呢？这电影多好看啊！,2018-07-14,33,姜文,邪不压正,中国大陆,allstar50 rating,"剧情,喜剧,动作",赵启辰

说一段相声，进一段剧情，上一阵打斗，来一场恋爱或风骚。姜文不遗余力展示自己爱妻家的身份，周韵任何时候都是圣洁的女神，其他女人都是春情满意的妖艳贱货，本质上来说姜文的字典里没有“尊重女性”四个字。,2018-07-13,107,姜文,邪不压正,中国大陆,allstar20 rating,"剧情,喜剧,动作",Vi

被预告骗进的电影院，可能精华都在预告里了。彭于晏的口音真是让人出戏。,2018-07-13,82,姜文,邪不压正,中国大陆,allstar20 rating,"剧情,喜剧,动作",白玉堂

本片改编自村上春树的短篇小说《烧鸦片仓》，比李沧东改编得好,2018-07-14,58,姜文,邪不压正,中国大陆,allstar10 rating,"剧情,喜剧,动作",冰山李

无论怎样，姜氏套路的血脉已然成型，那就是爽爽爽。不管这种爽，是大院式的爽，大爷式的爽，大烟式的爽，还是大巫式的爽。把一部电影拍的简单又有味道，其实并不简单。即便你手撕一个鬼子，把他撕得津津有味还是难以下咽，都是有分别的。在中国电影以取悦观众骗取票房为常态的今天，这种有自身鲜明特色的爽片还是多来几部吧。,2018-07-14,48,姜文,邪不压正,中国大陆,allstar40 rating,"剧情,喜剧,动作",巴伐利亞酒神

哎…姜文的姿态，高高在下。,2018-07-13,71,姜文,邪不压正,中国大陆,allstar20 rating,"剧情,喜剧,动作",支离疏

"电影多美好啊。
你看这银幕中的一个一个鲜活的人儿，他们多可爱啊。
好喜欢好喜欢电影中的北平。
想叫声老姜，老姜他一定是我知道的华语导演中最浪漫的一个了，他的电影请多些再多些吧。
这是看到的最好的一次周韵，这是又一次迷上廖凡。
就是史航老师你在干什么哪哈哈哈？！",2018-07-12,374,姜文,邪不压正,中国大陆,allstar50 rating,"剧情,喜剧,动作",Eveyのn个晴天

D＋ / 又是一部塞再多解读也食之无味的姜文。以配乐作比喻，《太阳》中久石让用一段旋律作出了无数丰富变奏，而本片只是一个调子的呆板重复。钟楼之夜一段的落拓荒诞感仿佛将我召唤回了《太阳》，但之后影片并没有起飞，而是在类型框架里艰难打滚勉强推进完。三星半全给剪辑和几个特别流畅的长镜头。无论是电影市场还是艺术殿堂，留给姜文撒野的机会恐怕都已经不多了。,2018-07-13,25,姜文,邪不压正,中国大陆,allstar30 rating,"剧情,喜剧,动作",寒枝雀静

导演说：胡说八道的都应验了。认真相信的，都完蛋了。,2018-07-10,0,蔡成杰,北方一片苍茫,中国大陆,allstar50 rating,剧情,圈筱米

大陆独立电影，多少都爱来点现实魔幻元素，还可以，农村元素，愚昧啊、自私、可悲，以及宿命论。,2017-11-11,0,蔡成杰,北方一片苍茫,中国大陆,allstar30 rating,剧情,梦中的D

——你觉得这部电影怎么样？——Emmm…台词挺逗的！——噗，显然是还没有组织好语言。——（哈哈哈，唉）,2018-07-24,0,蔡成杰,北方一片苍茫,中国大陆,allstar40 rating,剧情,zm

这叫什么片？封建迷信cult吗？有点儿意思 但也只限于一点儿意思,2017-08-18,0,蔡成杰,北方一片苍茫,中国大陆,,剧情,Summer

动物不能成精，但人可以成仙？,2018-07-20,0,蔡成杰,北方一片苍茫,中国大陆,allstar30 rating,剧情,BlueNight

听着台词好别扭，像在背书。夏天看倒是挺清凉的。,2018-07-21,0,蔡成杰,北方一片苍茫,中国大陆,allstar20 rating,剧情,你们结婚吧

没带任何期待来看，觉得还不错呀。故事讲顺溜了，想表达的也表达出来了。还有好多连简单的故事都说不清的电影呢，怎么就对他们宽容，对这部这么苛刻了？,2018-07-20,0,蔡成杰,北方一片苍茫,中国大陆,allstar30 rating,剧情,一粒沙白

黑色，荒誕，魔幻，現實，絕望，剜心凌遲的痛，像一根冰針射進了心臟，冰針融化了，也冷卻了整顆心。不是沒有缺點，加了太多意義不明且無後續的符號，在黑白與彩色之間的轉換也不夠靈動，但是這故事說到我心裡了，我喜歡，很喜歡。,2018-07-12,0,蔡成杰,北方一片苍茫,中国大陆,allstar40 rating,剧情,南國紅豆北國枳

寡妇成仙，北国苍茫。一个异常荒诞的故事，其中却处处透露着真实。,2018-07-26,0,蔡成杰,北方一片苍茫,中国大陆,allstar40 rating,剧情,西北偏北

电影瑕不掩瑜：电影质感不够，演员表演略显出戏。但是艺术探索精神，人文关怀值得鼓励。并且对无人机拍摄的运用也很好。,2017-11-12,0,蔡成杰,北方一片苍茫,中国大陆,allstar40 rating,剧情,赵鹏飞

神形兼备的东北地摊文学。,2018-07-26,0,蔡成杰,北方一片苍茫,中国大陆,allstar40 rating,剧情,海马体短路

形式大于内容，镜头是真的很美，固定长镜头+方言+4:3画幅，形式感太强了，可是片中的表演又托不住这种形式感。唐山加东北味的普通话，没有镜头内调度的长镜头，出戏的表演，色彩变化也没什么明显规律……文本也很老套。,2018-06-24,0,蔡成杰,北方一片苍茫,中国大陆,allstar30 rating,剧情,迟迟

电影的镜头不好看，但是喜欢那种不真实的真实感，能看！,2018-07-20,0,蔡成杰,北方一片苍茫,中国大陆,allstar30 rating,剧情,楚小葵

装神弄鬼跳大仙，几处魔幻的点让人眼前一亮，别的不敢恭维。,2018-07-23,0,蔡成杰,北方一片苍茫,中国大陆,allstar30 rating,剧情,半只文人

因为百分之九十都是素人，所以电影的质量存在着无法忽视的粗糙，但是导演映后交流的状态好让我动容啊！希望电影最终能再在范围之内取得最好的成绩。,2018-07-05,0,蔡成杰,北方一片苍茫,中国大陆,allstar30 rating,剧情,俏皮面

8.5分。保罗的口袋主动放映。个人认为形式大于内容的作品，虽剧情编排很“故事会”，但在场面调度，固定镜头设计，黑白色彩转换，还有配乐以及片尾曲上，都非常吸引我。140分钟无尿点，不在于设疑，而是追随人物的转变。小成本作品没有摆脱的技术缺陷，非专业演员的台词功力并不影响我观影。,2017-11-19,0,蔡成杰,北方一片苍茫,中国大陆,allstar40 rating,剧情,Betty

小成本、处女作、独立电影不是业余和乏味的遮羞布。,2018-07-21,0,蔡成杰,北方一片苍茫,中国大陆,allstar20 rating,剧情,诸葛钢铁

故事本身就很怪力乱神，在大陆院线看到更魔幻,2018-07-22,1,蔡成杰,北方一片苍茫,中国大陆,allstar30 rating,剧情,麥c臭魚

离惊喜差好几口气的当代中国北方农村寓言,2017-07-23,0,蔡成杰,北方一片苍茫,中国大陆,allstar30 rating,剧情,核桃·兰花草

牛逼,2018-07-10,0,蔡成杰,北方一片苍茫,中国大陆,allstar50 rating,剧情,EVANGELION

那么多年以后，超人一家依然给我们带来惊喜！,2018-06-25,0,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",iriselite

五星动画片。人都演不出这么好。,2018-07-17,0,布拉德·伯德,超人总动员2,美国,allstar50 rating,"喜剧,动作,动画,冒险",Love Scarlett

post trump时代特色值得玩味，brad bird的动作戏仍然没话说，可文戏嘛...唯一让我有共鸣的就是screen slaver，世界观大概跟我完全一致（虽然手段难以认同），为了三观正确的迪士尼只好充当恶役了。,2018-06-23,3,布拉德·伯德,超人总动员2,美国,allstar30 rating,"喜剧,动作,动画,冒险",大胃麒麟

真的，最近烂片看的太多了，偶尔抽一次空去电影院看一部迪士尼高分动画真的有一种洗涤心灵的感觉在里面。,2018-06-29,0,布拉德·伯德,超人总动员2,美国,allstar50 rating,"喜剧,动作,动画,冒险",国产凌凌期

套路，无聊，吃老本。,2018-07-16,0,布拉德·伯德,超人总动员2,美国,allstar20 rating,"喜剧,动作,动画,冒险",Lycidas

小宝宝很可爱超羡慕这么多超能力！激光，隐身，发火，变成小恶魔，变大，悬浮，穿墙，飞天，分身…,2018-07-01,2,布拉德·伯德,超人总动员2,美国,allstar50 rating,"喜剧,动作,动画,冒险",旎筱

鸟导的动作戏太好看了！Jack Jack可爱可爱！上影节第一天压轴看了零点，满足www,2018-06-22,0,布拉德·伯德,超人总动员2,美国,allstar50 rating,"喜剧,动作,动画,冒险",Salvatore

小杰萌呆，反派的话就是在说本人，听的不舒服必须死哈哈哈。,2018-06-25,1,布拉德·伯德,超人总动员2,美国,allstar30 rating,"喜剧,动作,动画,冒险",馨曾

开始本来是要看猛虫过江，朋友让我在豆瓣查评分，太低了，于是改成这部，但我还是一直打瞌睡，后来朋友又说，要不去看《侏罗纪世界2》吧。,2018-06-23,0,布拉德·伯德,超人总动员2,美国,allstar20 rating,"喜剧,动作,动画,冒险",狄飞惊

超能力者明星化商业化是个不错的出路，可以借鉴虎兔模式。少数群体争取平等权益以及老妈打拼事业，从两种角度表达了平权，同时立场换位也很贴合家庭主题，当妈的扛起养家大任，当爸的则深刻体验一回持家的不容易。小杰宝怪力乱神卖萌担当，哥哥姐姐亦有突出表现，父母孩子一家五口齐上阵非常合家欢。,2018-07-04,1,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",爱的镇魂歌

jackjack承包萌点笑点【七星国际影城w.蛙,2018-06-24,0,布拉德·伯德,超人总动员2,美国,allstar50 rating,"喜剧,动作,动画,冒险",yѧѳ⑉爻

妥妥的家庭篇了，看得时候真是惊叹好莱坞的商业动画流水做得如此精细，剧情啊人设什么的基本没得挑 并且全程几乎没有尿点，虽然说不出特别惊艳的部分，但整体已经很好了,2018-06-30,0,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",蓝抑郁剂 Lily

非常爆笑了。,2018-07-19,0,布拉德·伯德,超人总动员2,美国,allstar50 rating,"喜剧,动作,动画,冒险",私~川流

14年了！终于强势回归！感动！,2018-06-21,3,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",湫水绫枫

精彩不下第一部，难得的优秀续作。,2018-07-01,1,布拉德·伯德,超人总动员2,美国,allstar50 rating,"喜剧,动作,动画,冒险",自在

效果无可指摘，故事有些乏味，可爱的梗全集中在小宝宝身上了，下一个十四年给我们看叛逆期的小宝宝故事吧,2018-06-22,0,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",蚂蚁没问题

Saul和凯瑟琳基纳的声音辨识度都好高！熊孩子调皮也可爱啊，宝宝真的是笑点担当👍,2018-06-30,1,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",Enjoy🌈Rachel

喜欢大儿子 很美式的死小孩,2018-06-30,0,布拉德·伯德,超人总动员2,美国,allstar30 rating,"喜剧,动作,动画,冒险",游坦

jack-jack那些鬼畜技能太好笑了,2018-06-27,0,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",高等游民阿朽

阖家欢的合格大片，不比皮克斯前期作品的惊艳，但也很好的将家庭关系的转换做了完善的展现，女性主题契合了这两年好莱坞的热门话题，谁说拯救世界女性就不能独当一面了？小杰克狂拽炫酷屌炸天。跟松鼠斗太搞笑！未来或许就能看到这一家五口合力奋战对抗坏人咯！到影院晚了没看上贴片动画，哭～,2018-06-24,0,布拉德·伯德,超人总动员2,美国,allstar40 rating,"喜剧,动作,动画,冒险",凌玥轩☪

动物都很可爱,2018-07-23,0,拉加·高斯内尔,汪星卧底,美国,allstar30 rating,"喜剧,冒险",fover

电影不重要，重要的是一起看电影的人 ❤,2018-07-23,0,拉加·高斯内尔,汪星卧底,美国,allstar30 rating,"喜剧,冒险",sue的12个夏天

直男Max很可爱，小熊猫很可爱，铲屎官们一定会喜欢的狗片儿，更何况还可以吸熊猫呢,2018-07-20,0,拉加·高斯内尔,汪星卧底,美国,allstar50 rating,"喜剧,冒险",不许叫我小shi 

儿童电影！不管亚文化 主流文化 小众圈子还是精英赛 都要彼此尊重 人可以自己酷但不要总是挑衅或说服别人,2018-07-26,1,拉加·高斯内尔,汪星卧底,美国,allstar40 rating,"喜剧,冒险",黑耀光burns

宠物电影，有这些萌宠就够了，狗狗们好可爱。,2018-07-22,0,拉加·高斯内尔,汪星卧底,美国,allstar30 rating,"喜剧,冒险",花开了

看到尴尬癌爆发,2018-07-23,0,拉加·高斯内尔,汪星卧底,美国,allstar20 rating,"喜剧,冒险",蘇陌鳶-

遇到个和智商相当的电影怎么这么难,2018-07-20,0,拉加·高斯内尔,汪星卧底,美国,allstar30 rating,"喜剧,冒险",小飞侠2000

带宝宝看的，她说喜欢这个电影,2018-07-21,0,拉加·高斯内尔,汪星卧底,美国,allstar30 rating,"喜剧,冒险",注册中

狗的演技摔演员几条街，狗语和人言切换不流畅，嚼字的逗笑对白太频繁，没反应过来就说完了，越看越困。,2018-07-19,1,拉加·高斯内尔,汪星卧底,美国,allstar20 rating,"喜剧,冒险",睡着的跳蚤

全程小八代入感,2018-07-24,0,拉加·高斯内尔,汪星卧底,美国,allstar50 rating,"喜剧,冒险",AmazingLyn

好看呀。熊猫宝宝好可爱好萌，好想养一只～～,2018-07-21,0,拉加·高斯内尔,汪星卧底,美国,allstar50 rating,"喜剧,冒险",海阔天空

非常轻松搞笑的一部电影，还可以,2018-07-26,0,拉加·高斯内尔,汪星卧底,美国,allstar30 rating,"喜剧,冒险",吃瓜群众

很有意思的爆米花电影啊，而且还是合家欢类型的，熊猫很萌，狗狗很机智，说实在的评分这么低是因为人少吗？！暑期除了适合儿童的动画电影可以看，这部也算是老少皆宜了！,2018-07-22,0,拉加·高斯内尔,汪星卧底,美国,allstar50 rating,"喜剧,冒险",轻遥

对于喜欢狗子的我来说，蛮有意思，熊猫可爱，狗子也聪敏可爱☺,2018-07-23,0,拉加·高斯内尔,汪星卧底,美国,allstar40 rating,"喜剧,冒险",梦里花落🌹

不小心买了中文版，除了配音和口型对不上，其他都很好！,2018-07-23,0,拉加·高斯内尔,汪星卧底,美国,allstar40 rating,"喜剧,冒险",哎哎哎米粒

太幼稚了……,2018-07-26,0,拉加·高斯内尔,汪星卧底,美国,allstar20 rating,"喜剧,冒险",Aribeth

人与狗从冤家进化到搭档的故事，印度口音的老虎和听不懂英文的熊猫就是来卖萌的,2018-07-21,0,拉加·高斯内尔,汪星卧底,美国,allstar30 rating,"喜剧,冒险",double dan

看狗狗就好,2018-07-23,0,拉加·高斯内尔,汪星卧底,美国,allstar40 rating,"喜剧,冒险",王尔德

"非常好看的电影，狗狗的演技不输人类[偷笑]简单的故事，用成人的眼光来看，也演绎的合情合理。喜欢剧中那只可爱的蝴蝶犬，即使被遗弃也原谅了主人,狗狗对人类的忠诚让人感动。小朋友很喜欢看这部电影，结束时还舍不得走，是一部非常适合暑假档的合家欢电影～",2018-07-18,0,拉加·高斯内尔,汪星卧底,美国,allstar40 rating,"喜剧,冒险",卿卿

一分给狗狗，满足了我看到各种品种的狗～～再给一分给熊猫，作为国宝萌的一脸血哈哈哈～～,2018-07-14,0,拉加·高斯内尔,汪星卧底,美国,allstar40 rating,"喜剧,冒险",🐈🐈🐈

看到三位主角从火山喷发逃离的那一刻，发现他们真的比战狼吴京老师还牛。,2018-06-16,5,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",武侠小王子

特效不错，情节合理，看完还有点儿感动是怎么回事！？,2018-06-19,9,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",爱辣不吃辣

"圣母们一边同情灭霸,一边又指责本片三观？双标咯？2018.06.16.wiz.77",2018-06-16,3,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",册烂污 呲牛逼

侏罗纪庄园,2018-06-16,3,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",柳具足

布鲁小天使啊啊啊啊！！！,2018-06-15,4,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",章鱼烧

本來想在影院睡兩小時結果又冷又偏頭痛根本睡不著。反正是cliche沒什麼好評的，但還是很喜歡傑拉丁卓別林，特別是出現她年輕時的照片就好像穿越到《飼養烏鴉》。,2018-06-18,2,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",Zitsunari

“他们也是生命，和我一样”……受不了这种傻白甜动物保育观。。。人物各个都跟傻子一样。。。,2018-06-11,6,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",食菠萝

最大的问题是恐龙没长毛儿，编剧一定不看知乎和果壳。,2018-06-23,3,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar20 rating,"动作,科幻,冒险",发条饺子

水底巨影，岩浆斗龙，灭岛火山陨石移动铁球长镜头逃亡；齿下抽血，橱窗困兽，Dinosaur in the house y'all~从侏罗纪公园到侏罗纪世界到侏罗纪大宅，突然向小格局和暗黑童话转向，让人想到九十年代一系列山寨侏罗纪系列，但本集对一些惊悚动作场面的设计其实要比上集完成度高,2018-06-24,3,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar50 rating,"动作,科幻,冒险",kylegun

我们布鲁是侏罗纪世界的妥妥C位大女主龙 别的龙跟她根本没得比～,2018-06-15,7,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",Sandra J

中规中距吧。有一些笑点。整体当惊悚片看就好。,2018-06-15,3,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",書衣偵探華斯比

爱看恐龙吃人像嚼鸡腿似得。,2018-06-15,1,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",不洁的幻灭身

特效不用说，很棒。剧情简单，不如第一部,2018-06-15,1,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",已注销

恐龙吃掉了好多胖子！看大恐龙吃人爽！下次想看更多的大恐龙吃人！,2018-06-24,3,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",忘我洗澡

"采用了不少惊悚片的风格成功的制造了紧张的情节, 但全片缺乏有魄力的巨大肉食恐龙的戏份稍有遗憾。
动保看得高兴, 因为最后恐龙真的被放生了; 反圣母的死硬理性派也看得高兴, 因为星爵的态度才是电影想表达的主题, 女主角在最后虽然情感上无法接受事实, 但也在理智上认同了星爵的观点。",2018-06-17,2,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",斑陀螺

